,income_type,children,days_employed,dob_years,education_id,family_status_id,gender,debt,total_income,purpose,total_income_category,purpose_category
4642,сотрудник,0,593.7703219716535,28,1,4,F,1,139896,покупка своего жилья,C,операции с недвижимостью
4643,сотрудник,2,956.2922837361913,38,2,1,M,0,200526,сыграть свадьбу,B,проведение свадьбы
4644,сотрудник,0,1039.0956078748748,26,2,0,F,0,131627,дополнительное образование,C,получение образования
4645,сотрудник,0,1775.22171768061,55,1,0,F,0,67611,профильное образование,C,получение образования
4646,сотрудник,0,395.2561684365226,29,1,0,M,0,215964,покупка жилья для сдачи,B,операции с недвижимостью
4647,компаньон,0,592.581252453885,52,0,0,M,0,217062,на покупку автомобиля,B,операции с автомобилем
4648,компаньон,0,516.661406679852,31,0,4,M,0,112951,приобретение автомобиля,C,операции с автомобилем
4649,сотрудник,2,221.79996278583,30,1,0,M,0,107204,ремонт жилью,C,операции с недвижимостью
4650,сотрудник,1,2819.1356357512236,32,1,1,F,0,91250,сделка с автомобилем,C,операции с автомобилем
4651,сотрудник,0,107.95764348159656,32,1,1,M,0,102628,на покупку подержанного автомобиля,C,операции с автомобилем
4652,компаньон,0,6099.540437841569,48,1,0,F,0,238362,покупка своего жилья,B,операции с недвижимостью
4653,компаньон,0,675.1298969866484,33,1,4,M,0,133094,на покупку своего автомобиля,C,операции с автомобилем
4654,компаньон,1,681.7898028849668,40,1,0,F,0,118508,покупка жилья для семьи,C,операции с недвижимостью
4655,сотрудник,0,218.2149019250151,38,1,0,M,0,198772,сделка с подержанным автомобилем,C,операции с автомобилем
4656,сотрудник,3,805.2394160191933,30,3,3,F,0,122164,строительство недвижимости,C,операции с недвижимостью
4657,сотрудник,1,2194.220566878695,40,1,0,F,0,142594,операции с коммерческой недвижимостью,C,операции с недвижимостью
4658,сотрудник,3,2921.1859338110844,27,1,0,F,0,461220,покупка своего жилья,B,операции с недвижимостью
4659,пенсионер,0,384621.386618961,63,1,0,F,0,43315,на покупку подержанного автомобиля,D,операции с автомобилем
4660,пенсионер,1,389658.2450596509,62,0,0,F,0,143939,автомобили,C,операции с автомобилем
4661,пенсионер,0,344108.81088013016,69,1,2,M,0,63754,жилье,C,операции с недвижимостью
4662,пенсионер,0,387353.83968312666,55,1,1,F,0,102604,сыграть свадьбу,C,проведение свадьбы
4663,пенсионер,0,344702.46309423534,61,0,4,F,0,165471,операции с жильем,C,операции с недвижимостью
4664,сотрудник,0,723.2877329270917,27,1,4,M,1,65338,жилье,C,операции с недвижимостью
4665,компаньон,2,585.4332978245714,21,1,1,F,0,97847,заняться образованием,C,получение образования
4666,сотрудник,0,971.3357070941963,23,1,1,M,0,201592,высшее образование,B,получение образования
4667,компаньон,2,609.9250187339245,28,0,0,M,0,226256,покупка коммерческой недвижимости,B,операции с недвижимостью
4668,сотрудник,3,2342.6361668396257,29,1,0,M,0,327269,дополнительное образование,B,получение образования
4669,компаньон,2,356.6390765786262,27,1,1,M,0,209601,дополнительное образование,B,получение образования
